epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
131,4475.46,1.93144,1.18031,1.12785,0.80824,0.68613,0.74369,0.29568,1.9618,1.16986,1.20985,0.000284,0.000284,0.000284
132,4510.31,1.90733,1.14745,1.12391,0.81186,0.69767,0.75508,0.29744,1.95147,1.18982,1.20654,0.0002708,0.0002708,0.0002708
133,4544.11,1.94169,1.17583,1.11569,0.81352,0.71016,0.75863,0.30152,1.95141,1.16762,1.20779,0.0002576,0.0002576,0.0002576
134,4577.95,1.92739,1.17845,1.13388,0.80178,0.69331,0.75408,0.30164,1.94964,1.16534,1.20581,0.0002444,0.0002444,0.0002444
135,4611.42,1.90849,1.19312,1.11644,0.79731,0.69477,0.7598,0.30036,1.96111,1.1661,1.20819,0.0002312,0.0002312,0.0002312
136,4645.05,1.90104,1.14991,1.11669,0.8005,0.71152,0.75465,0.2967,1.9584,1.17317,1.20819,0.000218,0.000218,0.000218
137,4678.64,1.90865,1.16986,1.11931,0.82192,0.69767,0.76751,0.30014,1.96037,1.16233,1.20699,0.0002048,0.0002048,0.0002048
138,4712.23,1.89319,1.11168,1.10329,0.80447,0.71366,0.76638,0.30576,1.95534,1.15322,1.20639,0.0001916,0.0001916,0.0001916
139,4745.7,1.90001,1.13813,1.12467,0.81812,0.69331,0.7563,0.30248,1.9501,1.16052,1.20637,0.0001784,0.0001784,0.0001784
140,4779.28,1.9011,1.14386,1.1133,0.81707,0.69477,0.76046,0.30471,1.96188,1.16574,1.20905,0.0001652,0.0001652,0.0001652
141,4813.36,1.90804,1.17639,1.14521,0.79762,0.69913,0.75715,0.30246,1.95936,1.16454,1.21081,0.000152,0.000152,0.000152
142,4848.59,1.87733,1.14324,1.15104,0.80549,0.69622,0.75842,0.30471,1.95145,1.15934,1.20804,0.0001388,0.0001388,0.0001388
143,4882.29,1.86526,1.13307,1.14786,0.80006,0.69213,0.75832,0.30279,1.96004,1.17078,1.21024,0.0001256,0.0001256,0.0001256
144,4915.74,1.83139,1.13299,1.1253,0.80379,0.69186,0.7641,0.30601,1.95764,1.16695,1.20868,0.0001124,0.0001124,0.0001124
145,4949.04,1.87339,1.13309,1.13052,0.79293,0.69622,0.75602,0.30459,1.95729,1.15358,1.20907,9.92e-05,9.92e-05,9.92e-05
146,4982.8,1.89411,1.13165,1.14419,0.79609,0.69186,0.75519,0.30607,1.94554,1.17025,1.2064,8.6e-05,8.6e-05,8.6e-05
147,5016.19,1.86252,1.08996,1.13187,0.81168,0.69622,0.75948,0.30907,1.94355,1.15833,1.20676,7.28e-05,7.28e-05,7.28e-05
148,5049.52,1.85143,1.0815,1.12682,0.79891,0.69622,0.7599,0.30732,1.9544,1.15348,1.2096,5.96e-05,5.96e-05,5.96e-05
149,5082.98,1.87732,1.09056,1.13201,0.79961,0.69622,0.76253,0.30401,1.96783,1.15998,1.21327,4.64e-05,4.64e-05,4.64e-05
150,5116.45,1.85105,1.1039,1.13464,0.80202,0.70655,0.76987,0.30752,1.96222,1.15321,1.21132,3.32e-05,3.32e-05,3.32e-05
